Example,Page,Class,Function,Source File
">>> result = parser_std.parse([gold_sent], 'temp.arcstd.model')
>>> de = DependencyEvaluator(result, [gold_sent])
>>> de.eval() >= (0, 0)
True",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,DependencyEvaluator,__init__,nltk\nltk\parse\evaluate.py
">>> from nltk import word_tokenize, pos_tag
>>> text = ""This is a foobar sentence.""
>>> for line in taggedsent_to_conll(pos_tag(word_tokenize(text))):
...         print(line, end="""")
    1       This    _       DT      DT      _       0       a       _       _
    2       is      _       VBZ     VBZ     _       0       a       _       _
    3       a       _       DT      DT      _       0       a       _       _
    4       foobar  _       JJ      JJ      _       0       a       _       _
    5       sentence        _       NN      NN      _       0       a       _       _
    6       .               _       .       .       _       0       a       _       _
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,taggedsent_to_conll,nltk\nltk\parse\util.py
">>> from nltk import word_tokenize, pos_tag
>>> text = ""This is a foobar sentence.""
>>> for line in taggedsent_to_conll(pos_tag(word_tokenize(text))):
...         print(line, end="""")
    1       This    _       DT      DT      _       0       a       _       _
    2       is      _       VBZ     VBZ     _       0       a       _       _
    3       a       _       DT      DT      _       0       a       _       _
    4       foobar  _       JJ      JJ      _       0       a       _       _
    5       sentence        _       NN      NN      _       0       a       _       _
    6       .               _       .       .       _       0       a       _       _
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,word_tokenize,nltk\nltk\tokenize\__init__.py
">>> from nltk import word_tokenize, pos_tag
>>> text = ""This is a foobar sentence.""
>>> for line in taggedsent_to_conll(pos_tag(word_tokenize(text))):
...         print(line, end="""")
    1       This    _       DT      DT      _       0       a       _       _
    2       is      _       VBZ     VBZ     _       0       a       _       _
    3       a       _       DT      DT      _       0       a       _       _
    4       foobar  _       JJ      JJ      _       0       a       _       _
    5       sentence        _       NN      NN      _       0       a       _       _
    6       .               _       .       .       _       0       a       _       _
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,pos_tag,nltk\nltk\tag\__init__.py
">>> from nltk import word_tokenize, sent_tokenize, pos_tag
>>> text = ""This is a foobar sentence. Is that right?""
>>> sentences = [pos_tag(word_tokenize(sent)) for sent in sent_tokenize(text)]
>>> for line in taggedsents_to_conll(sentences):
...     if line:
...         print(line, end="""")
1   This    _       DT      DT      _       0       a       _       _
2   is      _       VBZ     VBZ     _       0       a       _       _
3   a       _       DT      DT      _       0       a       _       _
4   foobar  _       JJ      JJ      _       0       a       _       _
5   sentence        _       NN      NN      _       0       a       _       _
6   .               _       .       .       _       0       a       _       _


1   Is      _       VBZ     VBZ     _       0       a       _       _
2   that    _       IN      IN      _       0       a       _       _
3   right   _       NN      NN      _       0       a       _       _
4   ?       _       .       .       _       0       a       _       _

",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,taggedsents_to_conll,nltk\nltk\parse\util.py
">>> from nltk import word_tokenize, sent_tokenize, pos_tag
>>> text = ""This is a foobar sentence. Is that right?""
>>> sentences = [pos_tag(word_tokenize(sent)) for sent in sent_tokenize(text)]
>>> for line in taggedsents_to_conll(sentences):
...     if line:
...         print(line, end="""")
1   This    _       DT      DT      _       0       a       _       _
2   is      _       VBZ     VBZ     _       0       a       _       _
3   a       _       DT      DT      _       0       a       _       _
4   foobar  _       JJ      JJ      _       0       a       _       _
5   sentence        _       NN      NN      _       0       a       _       _
6   .               _       .       .       _       0       a       _       _


1   Is      _       VBZ     VBZ     _       0       a       _       _
2   that    _       IN      IN      _       0       a       _       _
3   right   _       NN      NN      _       0       a       _       _
4   ?       _       .       .       _       0       a       _       _

",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,word_tokenize,nltk\nltk\tokenize\__init__.py
">>> from nltk import word_tokenize, sent_tokenize, pos_tag
>>> text = ""This is a foobar sentence. Is that right?""
>>> sentences = [pos_tag(word_tokenize(sent)) for sent in sent_tokenize(text)]
>>> for line in taggedsents_to_conll(sentences):
...     if line:
...         print(line, end="""")
1   This    _       DT      DT      _       0       a       _       _
2   is      _       VBZ     VBZ     _       0       a       _       _
3   a       _       DT      DT      _       0       a       _       _
4   foobar  _       JJ      JJ      _       0       a       _       _
5   sentence        _       NN      NN      _       0       a       _       _
6   .               _       .       .       _       0       a       _       _


1   Is      _       VBZ     VBZ     _       0       a       _       _
2   that    _       IN      IN      _       0       a       _       _
3   right   _       NN      NN      _       0       a       _       _
4   ?       _       .       .       _       0       a       _       _

",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,sent_tokenize,nltk\nltk\tokenize\__init__.py
">>> from nltk import word_tokenize, sent_tokenize, pos_tag
>>> text = ""This is a foobar sentence. Is that right?""
>>> sentences = [pos_tag(word_tokenize(sent)) for sent in sent_tokenize(text)]
>>> for line in taggedsents_to_conll(sentences):
...     if line:
...         print(line, end="""")
1   This    _       DT      DT      _       0       a       _       _
2   is      _       VBZ     VBZ     _       0       a       _       _
3   a       _       DT      DT      _       0       a       _       _
4   foobar  _       JJ      JJ      _       0       a       _       _
5   sentence        _       NN      NN      _       0       a       _       _
6   .               _       .       .       _       0       a       _       _


1   Is      _       VBZ     VBZ     _       0       a       _       _
2   that    _       IN      IN      _       0       a       _       _
3   right   _       NN      NN      _       0       a       _       _
4   ?       _       .       .       _       0       a       _       _

",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.parse.html,N/A,pos_tag,nltk\nltk\tag\__init__.py
"(athens, 1368)'",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,N/A,N/A,N/A
"('zloty', 'zloty')",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,N/A,N/A,N/A
"('a', 'b')",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,N/A,N/A,N/A
"(symbol, set)",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,N/A,N/A,N/A
purge(),https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,Assignment,purge,nltk\nltk\sem\evaluate.py
clear(),https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,N/A,N/A,N/A
"(subj, filler, obj)",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,N/A,N/A,N/A
repr(),https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,N/A,N/A,N/A
"relsym(subjsym, objsym)",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,N/A,N/A,N/A
"city(athens,greece,1368).'
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,N/A,N/A,N/A
"borders(albania,greece).'

'contains0(africa,central_africa).'
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,N/A,N/A,N/A
"PropN[num=sg, sem=<\P.(P zloty)>] -> 'Zloty'
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,N/A,N/A,N/A
"cities2table('cities.pl', 'city', 'city.db', verbose=True, setup=True)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,N/A,cities2table,nltk\nltk\sem\chat80.py
"bo(\P.all x.(man(x) -> P(x)),z1)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,N/A,N/A,N/A
">>> from nltk.sem.evaluate import Assignment
>>> dom = set(['u1', 'u2', 'u3', 'u4'])
>>> g3 = Assignment(dom, [('x', 'u1'), ('y', 'u2')])
>>> g3 == {'x': 'u1', 'y': 'u2'}
True
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,Assignment,__init__,nltk\nltk\sem\evaluate.py
">>> print(g3)
g[u1/x][u2/y]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,N/A,N/A,N/A
">>> dom = set(['u1', 'u2', 'u3', 'u4'])
>>> g4 = Assignment(dom)
>>> g4.add('x', 'u1')
{'x': 'u1'}
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,Assignment,__init__,nltk\nltk\sem\evaluate.py
">>> g4.purge()
>>> g4
{}
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,Assignment,purge,nltk\nltk\sem\evaluate.py
">>> from nltk.sem import Valuation, Model
>>> v = [('adam', 'b1'), ('betty', 'g1'), ('fido', 'd1'),
... ('girl', set(['g1', 'g2'])), ('boy', set(['b1', 'b2'])),
... ('dog', set(['d1'])),
... ('love', set([('b1', 'g1'), ('b2', 'g2'), ('g1', 'b1'), ('g2', 'b1')]))]
>>> val = Valuation(v)
>>> dom = val.domain
>>> m = Model(dom, val)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,Valuation,__init__,nltk\nltk\sem\evaluate.py
">>> from nltk.sem import Valuation, Model
>>> v = [('adam', 'b1'), ('betty', 'g1'), ('fido', 'd1'),
... ('girl', set(['g1', 'g2'])), ('boy', set(['b1', 'b2'])),
... ('dog', set(['d1'])),
... ('love', set([('b1', 'g1'), ('b2', 'g2'), ('g1', 'b1'), ('g2', 'b1')]))]
>>> val = Valuation(v)
>>> dom = val.domain
>>> m = Model(dom, val)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.sem.html,Model,__init__,nltk\nltk\sem\evaluate.py
">>> from nltk.stem import arlstem2
>>> stemmer = ARLSTem2()
>>> word = stemmer.stem('يعمل')
>>> print(word)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,ARLSTem2,__init__,nltk\nltk\stem\arlstem2.py
">>> from nltk.stem import arlstem2
>>> stemmer = ARLSTem2()
>>> word = stemmer.stem('يعمل')
>>> print(word)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,ARLSTem2,stem,nltk\nltk\stem\arlstem2.py
">>> from nltk.stem.cistem import Cistem
>>> stemmer = Cistem()
>>> s1 = ""Speicherbehältern""
>>> print(""('"" + stemmer.segment(s1)[0] + ""', '"" + stemmer.segment(s1)[1] + ""')"")
('speicherbehält', 'ern')
>>> s2 = ""Grenzpostens""
>>> stemmer.segment(s2)
('grenzpost', 'ens')
>>> s3 = ""Ausgefeiltere""
>>> stemmer.segment(s3)
('ausgefeilt', 'ere')
>>> stemmer = Cistem(True)
>>> print(""('"" + stemmer.segment(s1)[0] + ""', '"" + stemmer.segment(s1)[1] + ""')"")
('speicherbehäl', 'tern')
>>> stemmer.segment(s2)
('grenzpo', 'stens')
>>> stemmer.segment(s3)
('ausgefeil', 'tere')
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,Cistem,__init__,nltk\nltk\stem\cistem.py
">>> from nltk.stem.cistem import Cistem
>>> stemmer = Cistem()
>>> s1 = ""Speicherbehältern""
>>> print(""('"" + stemmer.segment(s1)[0] + ""', '"" + stemmer.segment(s1)[1] + ""')"")
('speicherbehält', 'ern')
>>> s2 = ""Grenzpostens""
>>> stemmer.segment(s2)
('grenzpost', 'ens')
>>> s3 = ""Ausgefeiltere""
>>> stemmer.segment(s3)
('ausgefeilt', 'ere')
>>> stemmer = Cistem(True)
>>> print(""('"" + stemmer.segment(s1)[0] + ""', '"" + stemmer.segment(s1)[1] + ""')"")
('speicherbehäl', 'tern')
>>> stemmer.segment(s2)
('grenzpo', 'stens')
>>> stemmer.segment(s3)
('ausgefeil', 'tere')
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,Cistem,segment,nltk\nltk\stem\cistem.py
">>> from nltk.stem.cistem import Cistem
>>> stemmer = Cistem()
>>> s1 = ""Speicherbehältern""
>>> stemmer.stem(s1)
'speicherbehalt'
>>> s2 = ""Grenzpostens""
>>> stemmer.stem(s2)
'grenzpost'
>>> s3 = ""Ausgefeiltere""
>>> stemmer.stem(s3)
'ausgefeilt'
>>> stemmer = Cistem(True)
>>> stemmer.stem(s1)
'speicherbehal'
>>> stemmer.stem(s2)
'grenzpo'
>>> stemmer.stem(s3)
'ausgefeil'
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,Cistem,__init__,nltk\nltk\stem\cistem.py
">>> from nltk.stem.cistem import Cistem
>>> stemmer = Cistem()
>>> s1 = ""Speicherbehältern""
>>> stemmer.stem(s1)
'speicherbehalt'
>>> s2 = ""Grenzpostens""
>>> stemmer.stem(s2)
'grenzpost'
>>> s3 = ""Ausgefeiltere""
>>> stemmer.stem(s3)
'ausgefeilt'
>>> stemmer = Cistem(True)
>>> stemmer.stem(s1)
'speicherbehal'
>>> stemmer.stem(s2)
'grenzpo'
>>> stemmer.stem(s3)
'ausgefeil'
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,Cistem,stem,nltk\nltk\stem\cistem.py
">>> from nltk.stem.lancaster import LancasterStemmer
>>> st = LancasterStemmer()
>>> st.stem('maximum')     # Remove ""-um"" when word is intact
'maxim'
>>> st.stem('presumably')  # Don't remove ""-um"" when word is not intact
'presum'
>>> st.stem('multiply')    # No action taken if word ends with ""-ply""
'multiply'
>>> st.stem('provision')   # Replace ""-sion"" with ""-j"" to trigger ""j"" set of rules
'provid'
>>> st.stem('owed')        # Word starting with vowel must contain at least 2 letters
'ow'
>>> st.stem('ear')         # ditto
'ear'
>>> st.stem('saying')      # Words starting with consonant must contain at least 3
'say'
>>> st.stem('crying')      #     letters and one of those letters must be a vowel
'cry'
>>> st.stem('string')      # ditto
'string'
>>> st.stem('meant')       # ditto
'meant'
>>> st.stem('cement')      # ditto
'cem'
>>> st_pre = LancasterStemmer(strip_prefix_flag=True)
>>> st_pre.stem('kilometer') # Test Prefix
'met'
>>> st_custom = LancasterStemmer(rule_tuple=(""ssen4>"", ""s1t.""))
>>> st_custom.stem(""ness"") # Change s to t
'nest'
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,LancasterStemmer,__init__,nltk\nltk\stem\lancaster.py
">>> from nltk.stem.lancaster import LancasterStemmer
>>> st = LancasterStemmer()
>>> st.stem('maximum')     # Remove ""-um"" when word is intact
'maxim'
>>> st.stem('presumably')  # Don't remove ""-um"" when word is not intact
'presum'
>>> st.stem('multiply')    # No action taken if word ends with ""-ply""
'multiply'
>>> st.stem('provision')   # Replace ""-sion"" with ""-j"" to trigger ""j"" set of rules
'provid'
>>> st.stem('owed')        # Word starting with vowel must contain at least 2 letters
'ow'
>>> st.stem('ear')         # ditto
'ear'
>>> st.stem('saying')      # Words starting with consonant must contain at least 3
'say'
>>> st.stem('crying')      #     letters and one of those letters must be a vowel
'cry'
>>> st.stem('string')      # ditto
'string'
>>> st.stem('meant')       # ditto
'meant'
>>> st.stem('cement')      # ditto
'cem'
>>> st_pre = LancasterStemmer(strip_prefix_flag=True)
>>> st_pre.stem('kilometer') # Test Prefix
'met'
>>> st_custom = LancasterStemmer(rule_tuple=(""ssen4>"", ""s1t.""))
>>> st_custom.stem(""ness"") # Change s to t
'nest'
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,LancasterStemmer,stem,nltk\nltk\stem\lancaster.py
">>> from nltk.stem import RegexpStemmer
>>> st = RegexpStemmer('ing$|s$|e$|able$', min=4)
>>> st.stem('cars')
'car'
>>> st.stem('mass')
'mas'
>>> st.stem('was')
'was'
>>> st.stem('bee')
'bee'
>>> st.stem('compute')
'comput'
>>> st.stem('advisable')
'advis'
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,RegexpStemmer,__init__,nltk\nltk\stem\regexp.py
">>> from nltk.stem import RegexpStemmer
>>> st = RegexpStemmer('ing$|s$|e$|able$', min=4)
>>> st.stem('cars')
'car'
>>> st.stem('mass')
'mas'
>>> st.stem('was')
'was'
>>> st.stem('bee')
'bee'
>>> st.stem('compute')
'comput'
>>> st.stem('advisable')
'advis'
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,RegexpStemmer,stem,nltk\nltk\stem\regexp.py
">>> from nltk.stem import RSLPStemmer
>>> st = RSLPStemmer()
>>> # opening lines of Erico Verissimo's ""Música ao Longe""
>>> text = '''
... Clarissa risca com giz no quadro-negro a paisagem que os alunos
... devem copiar . Uma casinha de porta e janela , em cima duma
... coxilha .'''
>>> for token in text.split():
...     print(st.stem(token))
clariss risc com giz no quadro-negr a pais que os alun dev copi .
uma cas de port e janel , em cim dum coxilh .
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,RSLPStemmer,__init__,nltk\nltk\stem\rslp.py
">>> from nltk.stem import RSLPStemmer
>>> st = RSLPStemmer()
>>> # opening lines of Erico Verissimo's ""Música ao Longe""
>>> text = '''
... Clarissa risca com giz no quadro-negro a paisagem que os alunos
... devem copiar . Uma casinha de porta e janela , em cima duma
... coxilha .'''
>>> for token in text.split():
...     print(st.stem(token))
clariss risc com giz no quadro-negr a pais que os alun dev copi .
uma cas de port e janel , em cim dum coxilh .
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,RSLPStemmer,stem,nltk\nltk\stem\rslp.py
">>> from nltk.stem import SnowballStemmer
>>> print("" "".join(SnowballStemmer.languages)) # See which languages are supported
arabic danish dutch english finnish french german hungarian
italian norwegian porter portuguese romanian russian
spanish swedish
>>> stemmer = SnowballStemmer(""german"") # Choose a language
>>> stemmer.stem(""Autobahnen"") # Stem a word
'autobahn'
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,SnowballStemmer,__init__,nltk\nltk\stem\snowball.py
">>> from nltk.stem import SnowballStemmer
>>> print("" "".join(SnowballStemmer.languages)) # See which languages are supported
arabic danish dutch english finnish french german hungarian
italian norwegian porter portuguese romanian russian
spanish swedish
>>> stemmer = SnowballStemmer(""german"") # Choose a language
>>> stemmer.stem(""Autobahnen"") # Stem a word
'autobahn'
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,SnowballStemmer,stem,nltk\nltk\stem\snowball.py
">>> from nltk.stem.snowball import GermanStemmer
>>> stemmer = GermanStemmer()
>>> stemmer.stem(""Autobahnen"")
'autobahn'
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,GermanStemmer,__init__,nltk\nltk\stem\snowball.py
">>> from nltk.stem.snowball import GermanStemmer
>>> stemmer = GermanStemmer()
>>> stemmer.stem(""Autobahnen"")
'autobahn'
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,GermanStemmer,stem,nltk\nltk\stem\snowball.py
">>> from nltk.stem import WordNetLemmatizer
>>> wnl = WordNetLemmatizer()
>>> print(wnl.lemmatize('dogs'))
dog
>>> print(wnl.lemmatize('churches'))
church
>>> print(wnl.lemmatize('aardwolves'))
aardwolf
>>> print(wnl.lemmatize('abaci'))
abacus
>>> print(wnl.lemmatize('hardrock'))
hardrock
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,WordNetLemmatizer,__init__,nltk\nltk\stem\wordnet.py
">>> from nltk.stem import WordNetLemmatizer
>>> wnl = WordNetLemmatizer()
>>> print(wnl.lemmatize('dogs'))
dog
>>> print(wnl.lemmatize('churches'))
church
>>> print(wnl.lemmatize('aardwolves'))
aardwolf
>>> print(wnl.lemmatize('abaci'))
abacus
>>> print(wnl.lemmatize('hardrock'))
hardrock
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.stem.html,WordNetLemmatizer,lemmatize,nltk\nltk\stem\wordnet.py
tag(),https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,TaggerI,tag,nltk\nltk\tag\api.py
tag_sents(),https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,TaggerI,tag_sents,nltk\nltk\tag\api.py
"(token, tag)",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,N/A,N/A,N/A
self.tag(),https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,TaggerI,tag,nltk\nltk\tag\api.py
transform(),https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,N/A,N/A,N/A
choose_tag(),https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,ContextTagger,choose_tag,nltk\nltk\tag\sequential.py
classifier(),https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,ClassifierBasedTagger,classifier,nltk\nltk\tag\sequential.py
feature_detector(),https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,ClassifierBasedTagger,feature_detector,nltk\nltk\tag\sequential.py
_train(),https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,ContextTagger,_train,nltk\nltk\tag\sequential.py
"(regexp, tag)",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,N/A,N/A,N/A
"(tag, token)",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,N/A,N/A,N/A
">>> backoff = RegexpTagger([
... (r'^-?[0-9]+(.[0-9]+)?$', 'CD'),   # cardinal numbers
... (r'(The|the|A|a|An|an)$', 'AT'),   # articles
... (r'.*able$', 'JJ'),                # adjectives
... (r'.*ness$', 'NN'),                # nouns formed from adjectives
... (r'.*ly$', 'RB'),                  # adverbs
... (r'.*s$', 'NNS'),                  # plural nouns
... (r'.*ing$', 'VBG'),                # gerunds
... (r'.*ed$', 'VBD'),                 # past tense verbs
... (r'.*', 'NN')                      # nouns (default)
... ])
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,RegexpTagger,__init__,nltk\nltk\tag\sequential.py
">>> baseline.evaluate(gold_data) 
0.2450142...
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,TaggerI,evaluate,nltk\nltk\tag\api.py
">>> tagger1 = tt.train(training_data, max_rules=10)
TBL train (fast) (seqs: 100; tokens: 2417; tpls: 2; min score: 2; min acc: None)
Finding initial useful rules...
    Found 845 useful rules.

           B      |
   S   F   r   O  |        Score = Fixed - Broken
   c   i   o   t  |  R     Fixed = num tags changed incorrect -> correct
   o   x   k   h  |  u     Broken = num tags changed correct -> incorrect
   r   e   e   e  |  l     Other = num tags changed incorrect -> incorrect
   e   d   n   r  |  e
------------------+-------------------------------------------------------
 132 132   0   0  | AT->DT if Pos:NN@[-1]
  85  85   0   0  | NN->, if Pos:NN@[-1] & Word:,@[0]
  69  69   0   0  | NN->. if Pos:NN@[-1] & Word:.@[0]
  51  51   0   0  | NN->IN if Pos:NN@[-1] & Word:of@[0]
  47  63  16 161  | NN->IN if Pos:NNS@[-1]
  33  33   0   0  | NN->TO if Pos:NN@[-1] & Word:to@[0]
  26  26   0   0  | IN->. if Pos:NNS@[-1] & Word:.@[0]
  24  24   0   0  | IN->, if Pos:NNS@[-1] & Word:,@[0]
  22  27   5  24  | NN->-NONE- if Pos:VBD@[-1]
  17  17   0   0  | NN->CC if Pos:NN@[-1] & Word:and@[0]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,BrillTaggerTrainer,train,nltk\nltk\tag\brill_trainer.py
">>> tagger1.rules()[1:3]
(Rule('001', 'NN', ',', [(Pos([-1]),'NN'), (Word([0]),',')]), Rule('001', 'NN', '.', [(Pos([-1]),'NN'), (Word([0]),'.')]))
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,BrillTagger,rules,nltk\nltk\tag\brill.py
">>> train_stats = tagger1.train_stats()
>>> [train_stats[stat] for stat in ['initialerrors', 'finalerrors', 'rulescores']]
[1775, 1269, [132, 85, 69, 51, 47, 33, 26, 24, 22, 17]]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,BrillTagger,train_stats,nltk\nltk\tag\brill.py
">>> tagger1.print_template_statistics(printunused=False)
TEMPLATE STATISTICS (TRAIN)  2 templates, 10 rules)
TRAIN (   2417 tokens) initial  1775 0.2656 final:  1269 0.4750
#ID | Score (train) |  #Rules     | Template
--------------------------------------------
001 |   305   0.603 |   7   0.700 | Template(Pos([-1]),Word([0]))
000 |   201   0.397 |   3   0.300 | Template(Pos([-1]))

",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,BrillTagger,print_template_statistics,nltk\nltk\tag\brill.py
">>> tagger1.evaluate(gold_data) 
0.43996...
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,TaggerI,evaluate,nltk\nltk\tag\api.py
">>> tagged, test_stats = tagger1.batch_tag_incremental(testing_data, gold_data)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,BrillTagger,batch_tag_incremental,nltk\nltk\tag\brill.py
">>> tagged[33][12:] == [('foreign', 'IN'), ('debt', 'NN'), ('of', 'IN'), ('$', 'NN'), ('64', 'CD'),
... ('billion', 'NN'), ('*U*', 'NN'), ('--', 'NN'), ('the', 'DT'), ('third-highest', 'NN'), ('in', 'NN'),
... ('the', 'DT'), ('developing', 'VBG'), ('world', 'NN'), ('.', '.')]
True
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,N/A,N/A,N/A
">>> tagger2.evaluate(gold_data)  
0.44159544...
>>> tagger2.rules()[2:4]
(Rule('001', 'NN', '.', [(Pos([-1]),'NN'), (Word([0]),'.')]), Rule('001', 'NN', 'IN', [(Pos([-1]),'NN'), (Word([0]),'of')]))
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,TaggerI,evaluate,nltk\nltk\tag\api.py
">>> tagger2.evaluate(gold_data)  
0.44159544...
>>> tagger2.rules()[2:4]
(Rule('001', 'NN', '.', [(Pos([-1]),'NN'), (Word([0]),'.')]), Rule('001', 'NN', 'IN', [(Pos([-1]),'NN'), (Word([0]),'of')]))
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,BrillTagger,rules,nltk\nltk\tag\brill.py
">>> from nltk.tag import CRFTagger
>>> ct = CRFTagger()
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,CRFTagger,__init__,nltk\nltk\tag\crf.py
">>> train_data = [[('University','Noun'), ('is','Verb'), ('a','Det'), ('good','Adj'), ('place','Noun')],
... [('dog','Noun'),('eat','Verb'),('meat','Noun')]]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,N/A,N/A,N/A
">>> ct.train(train_data,'model.crf.tagger')
>>> ct.tag_sents([['dog','is','good'], ['Cat','eat','meat']])
[[('dog', 'Noun'), ('is', 'Verb'), ('good', 'Adj')], [('Cat', 'Noun'), ('eat', 'Verb'), ('meat', 'Noun')]]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,CRFTagger,train,nltk\nltk\tag\crf.py
">>> ct.train(train_data,'model.crf.tagger')
>>> ct.tag_sents([['dog','is','good'], ['Cat','eat','meat']])
[[('dog', 'Noun'), ('is', 'Verb'), ('good', 'Adj')], [('Cat', 'Noun'), ('eat', 'Verb'), ('meat', 'Noun')]]
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,CRFTagger,tag_sents,nltk\nltk\tag\crf.py
">>> gold_sentences = [[('dog','Noun'),('is','Verb'),('good','Adj')] , [('Cat','Noun'),('eat','Verb'), ('meat','Noun')]]
>>> ct.evaluate(gold_sentences)
1.0
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,TaggerI,evaluate,nltk\nltk\tag\api.py
"H(O) = - sum_S Pr(S | O) log Pr(S | O)
",https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.tag.html,N/A,N/A,N/A
