Example,Signature,Extracted,Linked
"common_contexts(words, num=20)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('Text.common_contexts', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['words'], 'opt_args': ['num']})"", ""('Text.common_contexts', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['words'], 'opt_args': ['num']})"", ""('Text.common_contexts', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['words'], 'opt_args': ['num']})"", ""('Text.common_contexts', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['words'], 'opt_args': ['num']})""]",[]
"concordance(word, width=79, lines=25)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('Text.concordance', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': ['lines', 'width']})"", ""('Text.concordance', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': ['lines', 'width']})"", ""('Text.concordance', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': ['lines', 'width']})"", ""('Text.concordance', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': ['lines', 'width']})""]",[]
"concordance_list(word, width=79, lines=25)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('Text.concordance_list', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': ['lines', 'width']})"", ""('Text.concordance_list', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': ['lines', 'width']})"", ""('Text.concordance_list', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': ['lines', 'width']})"", ""('Text.concordance_list', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': ['lines', 'width']})""]",[]
count(word),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('Text.count', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': []})"", ""('Text.count', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': []})"", ""('Text.count', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': []})"", ""('Text.count', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': []})""]",[]
dispersion_plot(words),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""[('Text.dispersion_plot', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['words'], 'opt_args': []}), ('nltk.dispersion_plot', {'source_file': 'nltk\\\\nltk\\\\draw\\\\dispersion.py', 'req_args': ['words', 'text'], 'opt_args': ['title', 'ignore_case']})]"", ""[('Text.dispersion_plot', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['words'], 'opt_args': []}), ('nltk.dispersion_plot', {'source_file': 'nltk\\\\nltk\\\\draw\\\\dispersion.py', 'req_args': ['words', 'text'], 'opt_args': ['title', 'ignore_case']})]"", ""[('Text.dispersion_plot', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['words'], 'opt_args': []}), ('nltk.dispersion_plot', {'source_file': 'nltk\\\\nltk\\\\draw\\\\dispersion.py', 'req_args': ['words', 'text'], 'opt_args': ['title', 'ignore_case']})]"", ""[('Text.dispersion_plot', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['words'], 'opt_args': []}), ('nltk.dispersion_plot', {'source_file': 'nltk\\\\nltk\\\\draw\\\\dispersion.py', 'req_args': ['words', 'text'], 'opt_args': ['title', 'ignore_case']})]""]",[]
findall(regexp),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""[('TokenSearcher.findall', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['regexp'], 'opt_args': []}), ('Text.findall', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['regexp'], 'opt_args': []})]"", ""[('TokenSearcher.findall', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['regexp'], 'opt_args': []}), ('Text.findall', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['regexp'], 'opt_args': []})]"", ""[('TokenSearcher.findall', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['regexp'], 'opt_args': []}), ('Text.findall', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['regexp'], 'opt_args': []})]"", ""[('TokenSearcher.findall', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['regexp'], 'opt_args': []}), ('Text.findall', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['regexp'], 'opt_args': []})]""]",[]
"generate(length=100, text_seed=None, random_seed=42)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('Text.generate', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': [], 'opt_args': ['random_seed', 'text_seed', 'length']})"", ""('Text.generate', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': [], 'opt_args': ['random_seed', 'text_seed', 'length']})"", ""('Text.generate', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': [], 'opt_args': ['random_seed', 'text_seed', 'length']})"", ""('Text.generate', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': [], 'opt_args': ['random_seed', 'text_seed', 'length']})""]",[]
index(word),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('Text.index', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': []})"", ""('Text.index', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': []})"", ""('Text.index', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': []})"", ""('Text.index', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': []})""]",[]
plot(*args),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
readability(method),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('Text.readability', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['method'], 'opt_args': []})"", ""('Text.readability', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['method'], 'opt_args': []})"", ""('Text.readability', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['method'], 'opt_args': []})"", ""('Text.readability', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['method'], 'opt_args': []})""]",[]
"similar(word, num=20)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('Text.similar', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': ['num']})"", ""('Text.similar', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': ['num']})"", ""('Text.similar', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': ['num']})"", ""('Text.similar', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['word'], 'opt_args': ['num']})""]",[]
vocab(),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
class nltk.text.TextCollection(source),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('TextCollection.__init__', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['source'], 'opt_args': []})"", ""('TextCollection.__init__', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['source'], 'opt_args': []})"", ""('TextCollection.__init__', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['source'], 'opt_args': []})"", ""('TextCollection.__init__', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['source'], 'opt_args': []})""]",[]
idf(term),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('TextCollection.idf', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['term'], 'opt_args': []})"", ""('TextCollection.idf', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['term'], 'opt_args': []})"", ""('TextCollection.idf', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['term'], 'opt_args': []})"", ""('TextCollection.idf', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['term'], 'opt_args': []})""]",[]
"tf(term, text)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('TextCollection.tf', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['text', 'term'], 'opt_args': []})"", ""('TextCollection.tf', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['text', 'term'], 'opt_args': []})"", ""('TextCollection.tf', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['text', 'term'], 'opt_args': []})"", ""('TextCollection.tf', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['text', 'term'], 'opt_args': []})""]",[]
"tf_idf(term, text)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('TextCollection.tf_idf', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['text', 'term'], 'opt_args': []})"", ""('TextCollection.tf_idf', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['text', 'term'], 'opt_args': []})"", ""('TextCollection.tf_idf', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['text', 'term'], 'opt_args': []})"", ""('TextCollection.tf_idf', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['text', 'term'], 'opt_args': []})""]",[]
class nltk.text.TokenSearcher(tokens),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('TokenSearcher.__init__', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['tokens'], 'opt_args': []})"", ""('TokenSearcher.__init__', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['tokens'], 'opt_args': []})"", ""('TokenSearcher.__init__', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['tokens'], 'opt_args': []})"", ""('TokenSearcher.__init__', {'source_file': 'nltk\\\\nltk\\\\text.py', 'req_args': ['tokens'], 'opt_args': []})""]",[]
"class nltk.toolbox.StandardFormat(filename=None, encoding=None)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('StandardFormat.__init__', {'source_file': 'nltk\\\\nltk\\\\toolbox.py', 'req_args': [], 'opt_args': ['encoding', 'filename']})"", ""('StandardFormat.__init__', {'source_file': 'nltk\\\\nltk\\\\toolbox.py', 'req_args': [], 'opt_args': ['encoding', 'filename']})"", ""('StandardFormat.__init__', {'source_file': 'nltk\\\\nltk\\\\toolbox.py', 'req_args': [], 'opt_args': ['encoding', 'filename']})"", ""('StandardFormat.__init__', {'source_file': 'nltk\\\\nltk\\\\toolbox.py', 'req_args': [], 'opt_args': ['encoding', 'filename']})""]",[]
"fields(strip=True, unwrap=True, encoding=None, errors='strict', unicode_fields=None)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""[('StandardFormat.fields', {'source_file': 'nltk\\\\nltk\\\\toolbox.py', 'req_args': [], 'opt_args': ['unicode_fields', 'errors', 'encoding', 'unwrap', 'strip']}), ('ToolboxCorpusReader.fields', {'source_file': 'nltk\\\\nltk\\\\corpus\\\\reader\\\\toolbox.py', 'req_args': ['fileids'], 'opt_args': ['unicode_fields', 'errors', 'encoding', 'unwrap', 'strip']})]"", ""[('StandardFormat.fields', {'source_file': 'nltk\\\\nltk\\\\toolbox.py', 'req_args': [], 'opt_args': ['unicode_fields', 'errors', 'encoding', 'unwrap', 'strip']}), ('ToolboxCorpusReader.fields', {'source_file': 'nltk\\\\nltk\\\\corpus\\\\reader\\\\toolbox.py', 'req_args': ['fileids'], 'opt_args': ['unicode_fields', 'errors', 'encoding', 'unwrap', 'strip']})]"", ""[('StandardFormat.fields', {'source_file': 'nltk\\\\nltk\\\\toolbox.py', 'req_args': [], 'opt_args': ['unicode_fields', 'errors', 'encoding', 'unwrap', 'strip']}), ('ToolboxCorpusReader.fields', {'source_file': 'nltk\\\\nltk\\\\corpus\\\\reader\\\\toolbox.py', 'req_args': ['fileids'], 'opt_args': ['unicode_fields', 'errors', 'encoding', 'unwrap', 'strip']})]"", ""[('StandardFormat.fields', {'source_file': 'nltk\\\\nltk\\\\toolbox.py', 'req_args': [], 'opt_args': ['unicode_fields', 'errors', 'encoding', 'unwrap', 'strip']}), ('ToolboxCorpusReader.fields', {'source_file': 'nltk\\\\nltk\\\\corpus\\\\reader\\\\toolbox.py', 'req_args': ['fileids'], 'opt_args': ['unicode_fields', 'errors', 'encoding', 'unwrap', 'strip']})]""]",[]
open(sfm_file),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('StandardFormat.open', {'source_file': 'nltk\\\\nltk\\\\toolbox.py', 'req_args': ['sfm_file'], 'opt_args': []})"", ""('StandardFormat.open', {'source_file': 'nltk\\\\nltk\\\\toolbox.py', 'req_args': ['sfm_file'], 'opt_args': []})"", ""('StandardFormat.open', {'source_file': 'nltk\\\\nltk\\\\toolbox.py', 'req_args': ['sfm_file'], 'opt_args': []})"", ""('StandardFormat.open', {'source_file': 'nltk\\\\nltk\\\\toolbox.py', 'req_args': ['sfm_file'], 'opt_args': []})""]",[]
